,0
16606,"{'label': 'NEGATIVE', 'score': 0.9942743182182312}"
16607,"{'label': 'NEGATIVE', 'score': 0.9397746324539185}"
16608,"{'label': 'POSITIVE', 'score': 0.9960330128669739}"
16609,"{'label': 'NEGATIVE', 'score': 0.9985729455947876}"
16610,"{'label': 'NEGATIVE', 'score': 0.9995755553245544}"
16611,"{'label': 'POSITIVE', 'score': 0.9991121888160706}"
16612,"{'label': 'NEGATIVE', 'score': 0.9895265102386475}"
16613,"{'label': 'NEGATIVE', 'score': 0.9907808899879456}"
16614,"{'label': 'POSITIVE', 'score': 0.880402684211731}"
16615,"{'label': 'NEGATIVE', 'score': 0.990760862827301}"
16616,"{'label': 'NEGATIVE', 'score': 0.8678883910179138}"
16617,"{'label': 'NEGATIVE', 'score': 0.9989020824432373}"
16618,"{'label': 'POSITIVE', 'score': 0.880402684211731}"
16619,"{'label': 'NEGATIVE', 'score': 0.8320727348327637}"
16620,"{'label': 'POSITIVE', 'score': 0.9642841815948486}"
16621,"{'label': 'POSITIVE', 'score': 0.880402684211731}"
16622,"{'label': 'NEGATIVE', 'score': 0.9946235418319702}"
16623,"{'label': 'NEGATIVE', 'score': 0.9764763116836548}"
16624,"{'label': 'NEGATIVE', 'score': 0.801348865032196}"
16625,"{'label': 'NEGATIVE', 'score': 0.9902125000953674}"
16626,"{'label': 'NEGATIVE', 'score': 0.9970990419387817}"
16627,"{'label': 'NEGATIVE', 'score': 0.9847807884216309}"
16628,"{'label': 'NEGATIVE', 'score': 0.9916536211967468}"
16629,"{'label': 'NEGATIVE', 'score': 0.9912480115890503}"
16630,"{'label': 'POSITIVE', 'score': 0.9446555376052856}"
16631,"{'label': 'POSITIVE', 'score': 0.6612568497657776}"
16632,"{'label': 'POSITIVE', 'score': 0.9990941286087036}"
16633,"{'label': 'POSITIVE', 'score': 0.5671107172966003}"
16634,"{'label': 'NEGATIVE', 'score': 0.9962831139564514}"
16635,"{'label': 'NEGATIVE', 'score': 0.9441201090812683}"
16636,"{'label': 'POSITIVE', 'score': 0.9882007837295532}"
16637,"{'label': 'POSITIVE', 'score': 0.9979222416877747}"
16638,"{'label': 'NEGATIVE', 'score': 0.9901785850524902}"
16639,"{'label': 'NEGATIVE', 'score': 0.9997095465660095}"
16640,"{'label': 'NEGATIVE', 'score': 0.9971255660057068}"
16641,"{'label': 'NEGATIVE', 'score': 0.9977600574493408}"
16642,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16643,"{'label': 'POSITIVE', 'score': 0.9841427206993103}"
16644,"{'label': 'NEGATIVE', 'score': 0.9944440722465515}"
16645,"{'label': 'POSITIVE', 'score': 0.995797872543335}"
16646,"{'label': 'NEGATIVE', 'score': 0.9891315698623657}"
16647,"{'label': 'NEGATIVE', 'score': 0.9694850444793701}"
16648,"{'label': 'NEGATIVE', 'score': 0.9961234927177429}"
16649,"{'label': 'NEGATIVE', 'score': 0.7236325740814209}"
16650,"{'label': 'NEGATIVE', 'score': 0.9932432770729065}"
16651,"{'label': 'NEGATIVE', 'score': 0.9010462164878845}"
16652,"{'label': 'POSITIVE', 'score': 0.9357256293296814}"
16653,"{'label': 'POSITIVE', 'score': 0.9952458739280701}"
16654,"{'label': 'POSITIVE', 'score': 0.9544507265090942}"
16655,"{'label': 'NEGATIVE', 'score': 0.7236325740814209}"
16656,"{'label': 'NEGATIVE', 'score': 0.8257479071617126}"
16657,"{'label': 'NEGATIVE', 'score': 0.9959742426872253}"
16658,"{'label': 'NEGATIVE', 'score': 0.5542333126068115}"
16659,"{'label': 'NEGATIVE', 'score': 0.6660913825035095}"
16660,"{'label': 'POSITIVE', 'score': 0.995797872543335}"
16661,"{'label': 'NEGATIVE', 'score': 0.9996976852416992}"
16662,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16663,"{'label': 'NEGATIVE', 'score': 0.9955064058303833}"
16664,"{'label': 'NEGATIVE', 'score': 0.9989098310470581}"
16665,"{'label': 'POSITIVE', 'score': 0.951702892780304}"
16666,"{'label': 'NEGATIVE', 'score': 0.9879345893859863}"
16667,"{'label': 'NEGATIVE', 'score': 0.9988538026809692}"
16668,"{'label': 'NEGATIVE', 'score': 0.980614960193634}"
16669,"{'label': 'POSITIVE', 'score': 0.9993045330047607}"
16670,"{'label': 'NEGATIVE', 'score': 0.9989128112792969}"
16671,"{'label': 'NEGATIVE', 'score': 0.9993706345558167}"
16672,"{'label': 'NEGATIVE', 'score': 0.9841667413711548}"
16673,"{'label': 'NEGATIVE', 'score': 0.999232292175293}"
16674,"{'label': 'NEGATIVE', 'score': 0.9977154731750488}"
16675,"{'label': 'POSITIVE', 'score': 0.9761160016059875}"
16676,"{'label': 'POSITIVE', 'score': 0.9985883831977844}"
16677,"{'label': 'NEGATIVE', 'score': 0.9930453896522522}"
16678,"{'label': 'NEGATIVE', 'score': 0.9955064058303833}"
16679,"{'label': 'NEGATIVE', 'score': 0.9851832985877991}"
16680,"{'label': 'NEGATIVE', 'score': 0.9833100438117981}"
16681,"{'label': 'NEGATIVE', 'score': 0.9997153878211975}"
16682,"{'label': 'NEGATIVE', 'score': 0.9950509667396545}"
16683,"{'label': 'NEGATIVE', 'score': 0.9921215772628784}"
16684,"{'label': 'NEGATIVE', 'score': 0.988775372505188}"
16685,"{'label': 'NEGATIVE', 'score': 0.9800370931625366}"
16686,"{'label': 'NEGATIVE', 'score': 0.9995917677879333}"
16687,"{'label': 'NEGATIVE', 'score': 0.9120639562606812}"
16688,"{'label': 'POSITIVE', 'score': 0.9988446235656738}"
16689,"{'label': 'POSITIVE', 'score': 0.6755675673484802}"
16690,"{'label': 'NEGATIVE', 'score': 0.9955012202262878}"
16691,"{'label': 'POSITIVE', 'score': 0.9992709755897522}"
16692,"{'label': 'NEGATIVE', 'score': 0.9971566200256348}"
16693,"{'label': 'NEGATIVE', 'score': 0.9811912178993225}"
16694,"{'label': 'NEGATIVE', 'score': 0.9963274598121643}"
16695,"{'label': 'POSITIVE', 'score': 0.9988446235656738}"
16696,"{'label': 'NEGATIVE', 'score': 0.995676577091217}"
16697,"{'label': 'NEGATIVE', 'score': 0.9991982579231262}"
16698,"{'label': 'POSITIVE', 'score': 0.9984380602836609}"
16699,"{'label': 'NEGATIVE', 'score': 0.9972242116928101}"
16700,"{'label': 'NEGATIVE', 'score': 0.9930209517478943}"
16701,"{'label': 'NEGATIVE', 'score': 0.9546988010406494}"
16702,"{'label': 'NEGATIVE', 'score': 0.9994910955429077}"
16703,"{'label': 'NEGATIVE', 'score': 0.9988743662834167}"
16704,"{'label': 'NEGATIVE', 'score': 0.9812189936637878}"
16705,"{'label': 'NEGATIVE', 'score': 0.9940330386161804}"
16706,"{'label': 'POSITIVE', 'score': 0.5083128809928894}"
16707,"{'label': 'NEGATIVE', 'score': 0.9983843564987183}"
16708,"{'label': 'NEGATIVE', 'score': 0.9985377788543701}"
16709,"{'label': 'POSITIVE', 'score': 0.998134434223175}"
16710,"{'label': 'NEGATIVE', 'score': 0.9908559322357178}"
16711,"{'label': 'NEGATIVE', 'score': 0.9596037864685059}"
16712,"{'label': 'NEGATIVE', 'score': 0.9992015957832336}"
16713,"{'label': 'NEGATIVE', 'score': 0.9984169006347656}"
16714,"{'label': 'NEGATIVE', 'score': 0.9789345860481262}"
16715,"{'label': 'POSITIVE', 'score': 0.9990023970603943}"
16716,"{'label': 'NEGATIVE', 'score': 0.6542918682098389}"
16717,"{'label': 'NEGATIVE', 'score': 0.9966553449630737}"
16718,"{'label': 'POSITIVE', 'score': 0.9110628962516785}"
16719,"{'label': 'NEGATIVE', 'score': 0.9957430958747864}"
16720,"{'label': 'NEGATIVE', 'score': 0.9978458881378174}"
16721,"{'label': 'NEGATIVE', 'score': 0.9992509484291077}"
16722,"{'label': 'POSITIVE', 'score': 0.9989558458328247}"
16723,"{'label': 'NEGATIVE', 'score': 0.9926277995109558}"
16724,"{'label': 'NEGATIVE', 'score': 0.9748355150222778}"
16725,"{'label': 'NEGATIVE', 'score': 0.9889985918998718}"
16726,"{'label': 'NEGATIVE', 'score': 0.9988101720809937}"
16727,"{'label': 'NEGATIVE', 'score': 0.9922716617584229}"
16728,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
16729,"{'label': 'NEGATIVE', 'score': 0.5165337920188904}"
16730,"{'label': 'NEGATIVE', 'score': 0.7523154020309448}"
16731,"{'label': 'POSITIVE', 'score': 0.919481098651886}"
16732,"{'label': 'NEGATIVE', 'score': 0.9993337988853455}"
16733,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16734,"{'label': 'NEGATIVE', 'score': 0.9948688745498657}"
16735,"{'label': 'NEGATIVE', 'score': 0.9820654988288879}"
16736,"{'label': 'NEGATIVE', 'score': 0.8318983912467957}"
16737,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16738,"{'label': 'POSITIVE', 'score': 0.9998173117637634}"
16739,"{'label': 'NEGATIVE', 'score': 0.9893948435783386}"
16740,"{'label': 'NEGATIVE', 'score': 0.9972672462463379}"
16741,"{'label': 'NEGATIVE', 'score': 0.9954606890678406}"
16742,"{'label': 'POSITIVE', 'score': 0.9970512390136719}"
16743,"{'label': 'NEGATIVE', 'score': 0.9993337988853455}"
16744,"{'label': 'NEGATIVE', 'score': 0.9845519661903381}"
16745,"{'label': 'POSITIVE', 'score': 0.9997511506080627}"
16746,"{'label': 'POSITIVE', 'score': 0.9996379613876343}"
16747,"{'label': 'NEGATIVE', 'score': 0.9958198070526123}"
16748,"{'label': 'NEGATIVE', 'score': 0.9992241859436035}"
16749,"{'label': 'NEGATIVE', 'score': 0.9956653714179993}"
16750,"{'label': 'NEGATIVE', 'score': 0.9932491779327393}"
16751,"{'label': 'NEGATIVE', 'score': 0.9993337988853455}"
16752,"{'label': 'NEGATIVE', 'score': 0.9975754618644714}"
16753,"{'label': 'NEGATIVE', 'score': 0.9801157712936401}"
16754,"{'label': 'NEGATIVE', 'score': 0.997748076915741}"
16755,"{'label': 'NEGATIVE', 'score': 0.9891965389251709}"
16756,"{'label': 'NEGATIVE', 'score': 0.9974664449691772}"
16757,"{'label': 'NEGATIVE', 'score': 0.9809375405311584}"
16758,"{'label': 'NEGATIVE', 'score': 0.9952912330627441}"
16759,"{'label': 'POSITIVE', 'score': 0.9993155002593994}"
16760,"{'label': 'POSITIVE', 'score': 0.999541163444519}"
16761,"{'label': 'NEGATIVE', 'score': 0.9911365509033203}"
16762,"{'label': 'NEGATIVE', 'score': 0.9979068040847778}"
16763,"{'label': 'NEGATIVE', 'score': 0.6281628012657166}"
16764,"{'label': 'NEGATIVE', 'score': 0.9993337988853455}"
16765,"{'label': 'NEGATIVE', 'score': 0.9990940093994141}"
16766,"{'label': 'NEGATIVE', 'score': 0.9917582869529724}"
16767,"{'label': 'POSITIVE', 'score': 0.9987832903862}"
16768,"{'label': 'POSITIVE', 'score': 0.9998657703399658}"
16769,"{'label': 'POSITIVE', 'score': 0.9978826642036438}"
16770,"{'label': 'NEGATIVE', 'score': 0.9980733394622803}"
16771,"{'label': 'NEGATIVE', 'score': 0.9974015951156616}"
16772,"{'label': 'NEGATIVE', 'score': 0.9750639796257019}"
16773,"{'label': 'POSITIVE', 'score': 0.9990941286087036}"
16774,"{'label': 'NEGATIVE', 'score': 0.9992119073867798}"
16775,"{'label': 'NEGATIVE', 'score': 0.9720219969749451}"
16776,"{'label': 'NEGATIVE', 'score': 0.9549382328987122}"
16777,"{'label': 'POSITIVE', 'score': 0.9993817806243896}"
16778,"{'label': 'POSITIVE', 'score': 0.9990941286087036}"
16779,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
16780,"{'label': 'POSITIVE', 'score': 0.5872714519500732}"
16781,"{'label': 'NEGATIVE', 'score': 0.9977340698242188}"
16782,"{'label': 'NEGATIVE', 'score': 0.998276948928833}"
16783,"{'label': 'NEGATIVE', 'score': 0.900928258895874}"
16784,"{'label': 'NEGATIVE', 'score': 0.9870397448539734}"
16785,"{'label': 'NEGATIVE', 'score': 0.9884373545646667}"
16786,"{'label': 'NEGATIVE', 'score': 0.9986473917961121}"
16787,"{'label': 'NEGATIVE', 'score': 0.9964290261268616}"
16788,"{'label': 'NEGATIVE', 'score': 0.5458342432975769}"
16789,"{'label': 'NEGATIVE', 'score': 0.9758580923080444}"
16790,"{'label': 'POSITIVE', 'score': 0.9641332626342773}"
16791,"{'label': 'NEGATIVE', 'score': 0.9813674092292786}"
16792,"{'label': 'NEGATIVE', 'score': 0.9961502552032471}"
16793,"{'label': 'POSITIVE', 'score': 0.9642841815948486}"
16794,"{'label': 'POSITIVE', 'score': 0.9110628962516785}"
16795,"{'label': 'NEGATIVE', 'score': 0.9992238283157349}"
16796,"{'label': 'NEGATIVE', 'score': 0.920886754989624}"
16797,"{'label': 'NEGATIVE', 'score': 0.9864645004272461}"
16798,"{'label': 'NEGATIVE', 'score': 0.9954845905303955}"
16799,"{'label': 'NEGATIVE', 'score': 0.998219907283783}"
16800,"{'label': 'NEGATIVE', 'score': 0.995465874671936}"
16801,"{'label': 'NEGATIVE', 'score': 0.9908373355865479}"
16802,"{'label': 'NEGATIVE', 'score': 0.9500366449356079}"
16803,"{'label': 'POSITIVE', 'score': 0.9373222589492798}"
16804,"{'label': 'NEGATIVE', 'score': 0.6190268993377686}"
16805,"{'label': 'NEGATIVE', 'score': 0.8901807069778442}"
16806,"{'label': 'NEGATIVE', 'score': 0.9996867179870605}"
16807,"{'label': 'NEGATIVE', 'score': 0.9770488142967224}"
16808,"{'label': 'POSITIVE', 'score': 0.8972102403640747}"
16809,"{'label': 'NEGATIVE', 'score': 0.9946346282958984}"
16810,"{'label': 'NEGATIVE', 'score': 0.8402972221374512}"
16811,"{'label': 'NEGATIVE', 'score': 0.9694850444793701}"
16812,"{'label': 'NEGATIVE', 'score': 0.9487000703811646}"
16813,"{'label': 'NEGATIVE', 'score': 0.9709435701370239}"
16814,"{'label': 'NEGATIVE', 'score': 0.9933246970176697}"
16815,"{'label': 'NEGATIVE', 'score': 0.9487000703811646}"
16816,"{'label': 'NEGATIVE', 'score': 0.9995858073234558}"
16817,"{'label': 'POSITIVE', 'score': 0.9617212414741516}"
16818,"{'label': 'NEGATIVE', 'score': 0.9983708262443542}"
16819,"{'label': 'NEGATIVE', 'score': 0.9899647831916809}"
16820,"{'label': 'NEGATIVE', 'score': 0.9394509196281433}"
16821,"{'label': 'NEGATIVE', 'score': 0.823271632194519}"
16822,"{'label': 'POSITIVE', 'score': 0.9998749494552612}"
16823,"{'label': 'NEGATIVE', 'score': 0.9993436932563782}"
16824,"{'label': 'POSITIVE', 'score': 0.9953290224075317}"
16825,"{'label': 'NEGATIVE', 'score': 0.9994329810142517}"
16826,"{'label': 'NEGATIVE', 'score': 0.957133948802948}"
16827,"{'label': 'NEGATIVE', 'score': 0.9912554025650024}"
16828,"{'label': 'NEGATIVE', 'score': 0.9846673011779785}"
16829,"{'label': 'NEGATIVE', 'score': 0.9802514910697937}"
16830,"{'label': 'NEGATIVE', 'score': 0.9965285658836365}"
16831,"{'label': 'NEGATIVE', 'score': 0.968633234500885}"
16832,"{'label': 'NEGATIVE', 'score': 0.9992057681083679}"
16833,"{'label': 'NEGATIVE', 'score': 0.6892169117927551}"
16834,"{'label': 'NEGATIVE', 'score': 0.9996438026428223}"
16835,"{'label': 'NEGATIVE', 'score': 0.5312438011169434}"
16836,"{'label': 'NEGATIVE', 'score': 0.9954301118850708}"
16837,"{'label': 'POSITIVE', 'score': 0.987329363822937}"
16838,"{'label': 'NEGATIVE', 'score': 0.9951120018959045}"
16839,"{'label': 'POSITIVE', 'score': 0.9996821880340576}"
16840,"{'label': 'NEGATIVE', 'score': 0.9980570673942566}"
16841,"{'label': 'POSITIVE', 'score': 0.9830511212348938}"
16842,"{'label': 'POSITIVE', 'score': 0.9881436228752136}"
16843,"{'label': 'POSITIVE', 'score': 0.9995651841163635}"
16844,"{'label': 'NEGATIVE', 'score': 0.9927670955657959}"
16845,"{'label': 'NEGATIVE', 'score': 0.9970898628234863}"
16846,"{'label': 'NEGATIVE', 'score': 0.9426517486572266}"
16847,"{'label': 'NEGATIVE', 'score': 0.9976893663406372}"
16848,"{'label': 'POSITIVE', 'score': 0.9950449466705322}"
16849,"{'label': 'NEGATIVE', 'score': 0.9996933937072754}"
16850,"{'label': 'POSITIVE', 'score': 0.9841161370277405}"
16851,"{'label': 'NEGATIVE', 'score': 0.5312438011169434}"
16852,"{'label': 'NEGATIVE', 'score': 0.9968299269676208}"
16853,"{'label': 'POSITIVE', 'score': 0.9972931742668152}"
16854,"{'label': 'POSITIVE', 'score': 0.9967407584190369}"
16855,"{'label': 'NEGATIVE', 'score': 0.9984186887741089}"
16856,"{'label': 'POSITIVE', 'score': 0.9785650372505188}"
16857,"{'label': 'NEGATIVE', 'score': 0.9955680966377258}"
16858,"{'label': 'NEGATIVE', 'score': 0.9837295413017273}"
16859,"{'label': 'POSITIVE', 'score': 0.998134434223175}"
16860,"{'label': 'NEGATIVE', 'score': 0.996181845664978}"
16861,"{'label': 'NEGATIVE', 'score': 0.9967935681343079}"
16862,"{'label': 'NEGATIVE', 'score': 0.9947721362113953}"
16863,"{'label': 'NEGATIVE', 'score': 0.9993705153465271}"
16864,"{'label': 'NEGATIVE', 'score': 0.999077320098877}"
16865,"{'label': 'POSITIVE', 'score': 0.9998769760131836}"
16866,"{'label': 'NEGATIVE', 'score': 0.9993785619735718}"
16867,"{'label': 'NEGATIVE', 'score': 0.9980661273002625}"
16868,"{'label': 'NEGATIVE', 'score': 0.9991390705108643}"
16869,"{'label': 'POSITIVE', 'score': 0.9990023970603943}"
16870,"{'label': 'NEGATIVE', 'score': 0.990392804145813}"
16871,"{'label': 'NEGATIVE', 'score': 0.9954301118850708}"
16872,"{'label': 'NEGATIVE', 'score': 0.9921063184738159}"
16873,"{'label': 'NEGATIVE', 'score': 0.9900013208389282}"
16874,"{'label': 'NEGATIVE', 'score': 0.9921356439590454}"
16875,"{'label': 'NEGATIVE', 'score': 0.9979366064071655}"
16876,"{'label': 'NEGATIVE', 'score': 0.9656085968017578}"
16877,"{'label': 'NEGATIVE', 'score': 0.9935344457626343}"
16878,"{'label': 'NEGATIVE', 'score': 0.6061311960220337}"
16879,"{'label': 'NEGATIVE', 'score': 0.9989724159240723}"
16880,"{'label': 'NEGATIVE', 'score': 0.9979385733604431}"
16881,"{'label': 'POSITIVE', 'score': 0.991974413394928}"
16882,"{'label': 'NEGATIVE', 'score': 0.5094382166862488}"
16883,"{'label': 'NEGATIVE', 'score': 0.9992291927337646}"
16884,"{'label': 'NEGATIVE', 'score': 0.9931584000587463}"
16885,"{'label': 'NEGATIVE', 'score': 0.997177243232727}"
16886,"{'label': 'POSITIVE', 'score': 0.8065418601036072}"
16887,"{'label': 'NEGATIVE', 'score': 0.9949823021888733}"
16888,"{'label': 'NEGATIVE', 'score': 0.9960678815841675}"
16889,"{'label': 'POSITIVE', 'score': 0.9966192245483398}"
16890,"{'label': 'NEGATIVE', 'score': 0.9980778694152832}"
16891,"{'label': 'NEGATIVE', 'score': 0.9990264177322388}"
16892,"{'label': 'NEGATIVE', 'score': 0.9968889355659485}"
16893,"{'label': 'NEGATIVE', 'score': 0.9701809883117676}"
16894,"{'label': 'POSITIVE', 'score': 0.998960018157959}"
16895,"{'label': 'NEGATIVE', 'score': 0.9906971454620361}"
16896,"{'label': 'NEGATIVE', 'score': 0.9695013761520386}"
16897,"{'label': 'NEGATIVE', 'score': 0.99037766456604}"
16898,"{'label': 'NEGATIVE', 'score': 0.823271632194519}"
16899,"{'label': 'NEGATIVE', 'score': 0.9986599683761597}"
16900,"{'label': 'POSITIVE', 'score': 0.9616904258728027}"
16901,"{'label': 'NEGATIVE', 'score': 0.9923700094223022}"
16902,"{'label': 'NEGATIVE', 'score': 0.9923700094223022}"
16903,"{'label': 'NEGATIVE', 'score': 0.9898747205734253}"
16904,"{'label': 'NEGATIVE', 'score': 0.9923700094223022}"
16905,"{'label': 'NEGATIVE', 'score': 0.9997596144676208}"
16906,"{'label': 'NEGATIVE', 'score': 0.999038815498352}"
16907,"{'label': 'NEGATIVE', 'score': 0.9923700094223022}"
16908,"{'label': 'NEGATIVE', 'score': 0.9881941080093384}"
16909,"{'label': 'NEGATIVE', 'score': 0.9923700094223022}"
16910,"{'label': 'POSITIVE', 'score': 0.9995889067649841}"
16911,"{'label': 'NEGATIVE', 'score': 0.9993374943733215}"
16912,"{'label': 'NEGATIVE', 'score': 0.998696506023407}"
16913,"{'label': 'NEGATIVE', 'score': 0.9965029954910278}"
16914,"{'label': 'NEGATIVE', 'score': 0.8920317888259888}"
16915,"{'label': 'NEGATIVE', 'score': 0.9982944130897522}"
16916,"{'label': 'NEGATIVE', 'score': 0.9983298182487488}"
16917,"{'label': 'POSITIVE', 'score': 0.9981158971786499}"
16918,"{'label': 'NEGATIVE', 'score': 0.9804286360740662}"
16919,"{'label': 'NEGATIVE', 'score': 0.9964220523834229}"
16920,"{'label': 'NEGATIVE', 'score': 0.9980746507644653}"
16921,"{'label': 'POSITIVE', 'score': 0.9993520379066467}"
16922,"{'label': 'NEGATIVE', 'score': 0.9872013330459595}"
16923,"{'label': 'NEGATIVE', 'score': 0.9802960753440857}"
16924,"{'label': 'POSITIVE', 'score': 0.9969704151153564}"
16925,"{'label': 'NEGATIVE', 'score': 0.9568257331848145}"
16926,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16927,"{'label': 'NEGATIVE', 'score': 0.9930745363235474}"
16928,"{'label': 'POSITIVE', 'score': 0.542015016078949}"
16929,"{'label': 'NEGATIVE', 'score': 0.9996681213378906}"
16930,"{'label': 'NEGATIVE', 'score': 0.9985193610191345}"
16931,"{'label': 'NEGATIVE', 'score': 0.9261162281036377}"
16932,"{'label': 'NEGATIVE', 'score': 0.9929190278053284}"
16933,"{'label': 'NEGATIVE', 'score': 0.9730455279350281}"
16934,"{'label': 'NEGATIVE', 'score': 0.9962074756622314}"
16935,"{'label': 'NEGATIVE', 'score': 0.9932861924171448}"
16936,"{'label': 'NEGATIVE', 'score': 0.9014812707901001}"
16937,"{'label': 'POSITIVE', 'score': 0.994141161441803}"
16938,"{'label': 'POSITIVE', 'score': 0.9353330135345459}"
16939,"{'label': 'NEGATIVE', 'score': 0.9971798658370972}"
16940,"{'label': 'POSITIVE', 'score': 0.9950775504112244}"
16941,"{'label': 'NEGATIVE', 'score': 0.7770026326179504}"
